,hwu64_id,utterance,true_intent,scenario,dataset,predicted_intent,confidence
5480,18381,post my business on twitter,social:post,social,test,social:post,0.9358844757080078
5481,18983,PDA name: tweet my complaint to @nsa,social:post,social,train_nlu,social:post,0.99998676776886
5482,18819,tweet consumer service about their dirty area,social:post,social,train_nlu,social:post,0.999996304512024
5483,18627,Please post this picture to my facebook.,social:post,social,train_nlu,social:post,0.99997878074646
5484,18862,Tell Walmart they're bad,social:post,social,test,recommendation:locations,0.9356752038002014
5485,18936,Tweet for me the compalint about excess water evacuation,social:post,social,train_ms,email:querycontact,0.8663239479064941
5486,18595,Get in touch with (insert),social:post,social,valid,datetime:query,0.7202435731887817
5487,18675,"say, this product fell apart",social:post,social,train_ms,music:query,0.564355194568634
5488,18700,Let my cable company know that I hate it.,social:post,social,test,email:querycontact,0.5507391691207886
5489,18638,Tweet walmart and ask why they still havn't mopped the sticky floor.,social:post,social,test,nlu_fallback,0.3
5490,19046,tweet complain about service A,social:post,social,train_nlu,social:post,0.9999984502792358
5491,18415,Post New Status on Facebook - time to celebrate,social:post,social,train_nlu,social:post,0.9997841119766236
5492,18747,tell comment,social:post,social,test,calendar:query,0.9237172603607178
5493,19059,Please send a tweet to Food Lion about not having a clean restroom.,social:post,social,train_nlu,social:post,0.999940812587738
5494,19088,I'd like to make post.,social:post,social,test,social:post,0.8461320996284485
5495,18396,post this picture on twitter,social:post,social,train_ms,social:post,0.9999822378158568
5496,18659,tweet at company,social:post,social,test,social:post,0.9999284744262696
5497,19009,Please open my twitter app and find complaint section for Olive Garden.,social:post,social,train_ms,social:query,0.7561397552490234
5498,19057,Please tweet a complaint about slow service at Applebee's,social:post,social,train_ms,social:post,0.9999781250953674
5499,18812,Tweet Freedom Pop customer service I am disatisfied.,social:post,social,train_nlu,social:post,0.9999960660934448
5500,18891,complain for cheating,social:post,social,train_ms,social:post,0.9980470538139344
5501,19018,Send a tweet to the local WaWa that their service is terrible at their Market St. location.,social:post,social,train_nlu,social:post,0.9999819397926332
5502,18662,Tweet @mcdonalds your food sucks #nastyburger,social:post,social,valid,takeaway:order,0.7824257016181946
5503,18898,Tweet complain @comcast,social:post,social,train_ms,social:post,0.9999925494194032
5504,18493,PDA change my status to chillin.,social:post,social,train_ms,social:query,0.7842539548873901
5505,18876,tweet a complaint to telephone exchange,social:post,social,train_ms,social:post,0.9996763467788696
5506,19002,Tweet to Apple about non receipt of iphone I sent for repairs last week,social:post,social,train_nlu,social:post,0.9998589158058168
5507,18979,Send a tweet to Amazon customer service that the package was delivered late,social:post,social,train_nlu,social:post,0.9999918937683104
5508,19030,Tell consumer service in a tweet that if they don't improve I will take my business elsewhere.,social:post,social,train_ms,nlu_fallback,0.3
5509,18636,Tweet to McDonalds saying that I found a hair in their burger.,social:post,social,train_ms,takeaway:order,0.7348278760910034
5510,19047,kindly assist me in filing compliant about service X,social:post,social,train_ms,social:post,0.749321460723877
5511,19073,Write this complaint to Comcasts customer service twitter,social:post,social,valid,social:post,0.9999960660934448
5512,18669,Tweet my complaint to @consumer service,social:post,social,test,social:post,0.999998927116394
5513,18766,tweet @company,social:post,social,test,social:post,0.9999723434448242
5514,18438,send a post in instagram,social:post,social,train_nlu,social:post,0.9858035445213318
5515,18797,Send a tweet to WalMart Customer Service:  Your return policy stinks,social:post,social,valid,social:post,0.9976128935813904
5516,18762,Get it fast resolved.,social:post,social,valid,music:query,0.6663196682929993
5517,18810,PLEASE TWEET ABOUT OUR BAD EXEPERNICE OF THE VODAFONE CUSTOMER SERVICE.,social:post,social,test,social:post,0.9739733338356018
5518,18660,"open twitter, send message",social:post,social,valid,social:post,0.99884432554245
5519,18676,send a request to this company to receive a refund,social:post,social,train_ms,social:post,0.9238801598548888
5520,18648,Complain to the restaurant about the food I was served.,social:post,social,train_nlu,social:post,0.99990051984787
5521,18477,Please post so bored to facebook,social:post,social,train_nlu,social:post,0.9998598098754884
5522,19070,I want to post a status on Twitter.,social:post,social,train_nlu,social:post,0.9995527267456056
5523,18893,open gallery post video name,social:post,social,train_ms,play:podcasts,0.7238834500312805
5524,18672,customer service complaint,social:post,social,test,social:post,0.9999948740005492
5525,18494,PDA post a status using the latest notes I made in my notepad.,social:post,social,valid,recommendation:events,0.9144904613494872
5526,18809,PLEASE TWEET FOR ME ABOUT THE BAD SERVICE RENDED BY THE TAJ RESTURANT.,social:post,social,train_nlu,social:post,0.9999763369560242
5527,18551,"PDA, go to Facebook, then go to Lori's feed.  Post happy birthday, Lori, exclamation point, on her feed.",social:post,social,train_ms,social:query,0.8431774973869324
5528,20801,"Alexa, mark the words as I say and I Quote",social:post,social,test,calendar:remove,0.3633263707160949
5529,18890,complaint to dept. for overpricing,social:post,social,train_ms,social:post,0.9199627041816713
5530,18911,Send a complaint to Walmart on twitter.,social:post,social,train_nlu,social:post,0.9999207258224488
5531,18705,Customer service from Microsoft never called me back,social:post,social,test,play:music,0.4397750198841095
5532,19079,Tweent samsung and tell them to stop killing people with their products.,social:post,social,valid,social:query,0.9717352986335754
5533,18958,tweet a complain about my shoe color on flipkart,social:post,social,train_ms,social:post,0.999258279800415
5534,18552,My sister just had her baby.,social:post,social,train_nlu,social:post,0.999992847442627
5535,18864,Let Wendy's know I hate them,social:post,social,valid,email:sendemail,0.9982156157493592
5536,18526,post the message now,social:post,social,valid,social:post,0.9659018516540528
5537,4829,What is going on right now on twitter?,social:query,social,train_nlu,social:query,0.9874313473701476
5538,18534,What did Jeff post on the yard sale page?,social:query,social,train_nlu,social:query,0.9998096227645874
5539,18740,Please check the news on social media,social:query,social,train_nlu,social:query,0.9987337589263916
5540,18371,Tell me my friends most recent update?,social:query,social,train_ms,social:query,0.7921144366264343
5541,18547,Tell me what's trending on Twitter.,social:query,social,test,social:query,0.9988802075386048
5542,18412,check my facebook notification,social:query,social,valid,social:query,0.993478536605835
5543,18962,facebook info,social:query,social,train_nlu,social:query,0.99953031539917
5544,18425,Get me latest updates from Facebook.,social:query,social,train_nlu,social:query,0.9990860223770142
5545,18563,What's the latest in my social media,social:query,social,valid,social:query,0.9993005990982056
5546,18646,has anyone tagged me in a photo on facebook,social:query,social,test,social:query,0.9968900680541992
5547,18545,Can you please update me on the latest tweets from my feed?,social:query,social,valid,social:query,0.9144293665885924
5548,18452,What are today's highlights from [Twitter account name]?,social:query,social,train_nlu,social:query,0.999724507331848
5549,18430,Live Show reminders,social:query,social,train_ms,calendar:query,0.935248076915741
5550,18572,whats going on on fb,social:query,social,train_nlu,social:query,0.9997487664222716
5551,18387,Has @realDonaldTrump posted anything new on Twitter?,social:query,social,test,social:query,0.9871038198471068
5552,18882,"Hi, what kind of pictures you uploaded in Pinterest",social:query,social,train_nlu,social:query,0.99951434135437
5553,18496,How many people are following me on twitter now?,social:query,social,train_nlu,social:query,0.9996830821037292
5554,18946,What are the latest updates on my Facebook account,social:query,social,train_nlu,social:query,0.9998031258583068
5555,18359,What trending on twitter?,social:query,social,test,social:query,0.9997714757919312
5556,19056,Is Trump tweeting today?,social:query,social,train_ms,news:query,0.9794394969940186
5557,18457,How many Likes I have got on my Eggless Cake post on youtube?,social:query,social,valid,social:query,0.9946439266204834
5558,18377,who has responded to my business within the last 24 hours,social:query,social,test,email:query,0.9305824637413024
5559,18422,"wats online, PDA?",social:query,social,train_ms,iot:hue_lightchange,0.6332297325134277
5560,18390,Let me know what Maria has put on her FB over the weekend,social:query,social,valid,social:query,0.9671064615249634
5561,18433,My Facebook update in every 3 hour should be available.,social:query,social,valid,social:query,0.8501809239387512
5562,18372,What was the last thing my mom said?,social:query,social,train_ms,email:query,0.5232225656509399
5563,4830,Is there anything new on reddit?,social:query,social,train_nlu,social:query,0.9998915195465088
5564,18574,anything new on insta,social:query,social,valid,social:query,0.9921923279762268
5565,16449,What is currently trending on twitter?,social:query,social,valid,social:query,0.9996585249900818
5566,18389,Find updates from Vicki's Facebook from Mardi Gras day,social:query,social,valid,social:query,0.9721700549125672
5567,18540,has anyone follow me today on twitter today,social:query,social,train_ms,social:query,0.9990409016609192
5568,18566,Please read my facebook feed.,social:query,social,train_ms,social:query,0.9922930002212524
5569,18568,Check instagram.,social:query,social,train_nlu,social:query,0.9990323781967164
5570,18522,Has Mary posted anything to facebook today?,social:query,social,valid,social:query,0.9967711567878724
5571,18645,did anyone message me on facebook,social:query,social,valid,social:post,0.9828840494155884
5572,18397,Did anybody post on Facebook today?,social:query,social,train_nlu,social:query,0.999638557434082
5573,18354,Are there any interesting stuff happened today in my Twitter,social:query,social,test,social:query,0.9982181191444396
5574,18544,I heard Alex just got married. Can you please show me the wedding pictures on their instagram?,social:query,social,test,social:query,0.9634650349617004
5575,18484,Show me a list of places where my relatives have been based on their photos,social:query,social,test,social:query,0.5788476467132568
5576,18571,Take me to the most popular post.,social:query,social,test,social:post,0.5401097536087036
5577,18455,What's new in facebook,social:query,social,valid,social:query,0.9981938004493712
5578,18587,Please check my Facebook account.,social:query,social,train_ms,social:query,0.999366044998169
5579,18515,Myspace,social:query,social,train_nlu,social:query,0.9985964298248292
5580,18391,Find me new comments from my Facebook,social:query,social,train_ms,social:query,0.9926879405975342
5581,4831,What does my facebook feed look like?,social:query,social,train_ms,social:query,0.998542308807373
5582,18428,New Friends Request Details,social:query,social,train_nlu,social:query,0.9984083771705629
5583,18399,Are there any new snaps on Snapchat?,social:query,social,train_nlu,social:query,0.99969220161438
5584,18543,"I haven't checked my Facebook yet, are there any updates from my close friends?",social:query,social,train_ms,social:query,0.9962039589881896
5585,18481,Has Sarah posted anything today?,social:query,social,train_nlu,social:query,0.9998435974121094
5586,18352,Do I have new likes?,social:query,social,train_nlu,social:query,0.9994406700134276
5587,18491,latest instagram posts,social:query,social,train_nlu,social:query,0.999289333820343
5588,19075,"Olly, is anything trending on social media today?",social:query,social,valid,social:query,0.9973166584968568
5589,18490,Latest news feed from facebook,social:query,social,test,social:query,0.9949116110801696
5590,18633,What is happening on Facebook?,social:query,social,test,social:query,0.9992842674255372
5591,18499,Anything new on social media?,social:query,social,train_nlu,social:query,0.999674677848816
5592,18542,show me my social media notifications,social:query,social,test,social:query,0.9891238808631896
5593,18538,"Olly, trending social media?",social:query,social,train_ms,social:query,0.995670735836029
5594,18514,Instagram,social:query,social,train_ms,social:query,0.9760977625846864
5595,18558,What was last sent to me in my social media feed?,social:query,social,train_nlu,social:query,0.9994944334030152
5596,18804,Is there anything important happening on social media,social:query,social,train_nlu,social:query,0.9997113943099976
5597,18519,what's new on my Facebook account?,social:query,social,valid,social:query,0.9997655749320984
5598,18691,Is everyone on my Facebook list watching the game?,social:query,social,train_nlu,social:query,0.999634563922882
5599,18644,have i received any mentions on twitter,social:query,social,test,social:query,0.9727010726928712
5600,18531,what is the latest from my feed?,social:query,social,test,social:query,0.517338216304779
5601,18353,Is anyone likes my latest photo?,social:query,social,train_nlu,social:query,0.9993982315063475
5602,18559,Read to me the last messages in my feed.,social:query,social,test,email:sendemail,0.8708822131156921
5603,18500,Tell me what's happening on social media,social:query,social,train_nlu,social:query,0.9998292326927184
5604,7560,Social media.,social:query,social,valid,social:query,0.9889870882034302
5605,18969,"Do I have any new messages in twitter, Instagram, or Facebook?",social:query,social,valid,social:query,0.9669765830039978
5606,18521,Social media updates,social:query,social,valid,social:query,0.9930003881454468
5607,18402,Do I have any new friend requests?,social:query,social,valid,social:query,0.9791004061698914
5608,18717,Tell me what's happening on Instagram,social:query,social,train_nlu,social:query,0.9987106919288636
5609,18403,Read me the last tweet from the washington post,social:query,social,valid,social:query,0.4691880941390991
5610,18374,May I know what is trending in Facebook?,social:query,social,train_nlu,social:query,0.9996259808540344
5611,18388,Get me updates from Kenny's Facebook from the weekend,social:query,social,train_ms,social:query,0.9407954216003418
5612,18482,What time is Bina going live with her sale on Facebook?,social:query,social,train_nlu,social:query,0.9992758631706238
5613,18518,Did Renee just post to my Facebook feed?,social:query,social,train_ms,social:post,0.7909979820251465
5614,18400,What are the latest tweets from the new york times,social:query,social,train_ms,social:query,0.5999729037284851
5615,18469,Please Alexa tell me latest video going viral on twitter for topic Narendra Modi,social:query,social,valid,social:query,0.9673651456832886
5616,18414,check my twitter notification,social:query,social,train_ms,social:query,0.9647431373596193
5617,18513,Facebook,social:query,social,train_ms,social:query,0.9955196976661682
5618,18426,What's trending on Twitter?,social:query,social,train_nlu,social:query,0.9995171427726746
5619,18557,Please give me the latest feed updates.,social:query,social,valid,email:query,0.8537180423736572
5620,18536,Are there any updates on Facebook?,social:query,social,train_ms,social:query,0.9981302618980408
5621,18585,Show me my husbands Facebook posts today.,social:query,social,valid,social:query,0.9736212491989136
5622,18561,Has anyone commented on my status?,social:query,social,valid,social:query,0.8956722021102905
5623,18416,did my friend 'rohit' posted something on fb?,social:query,social,test,social:query,0.996901273727417
5624,18562,Who's birthdays are today on Facebook?,social:query,social,train_nlu,social:query,0.9914171695709229
5625,18881,"Hi, What is the hot topic in facebook .",social:query,social,train_ms,social:query,0.9947490096092224
5626,18405,How many likes does my status from yesterday have?,social:query,social,valid,email:query,0.5546613335609436
5627,18401,How many likes does my last instagram photo have,social:query,social,valid,social:query,0.9977364540100098
5628,18834,Did Mark post anything new on Facebook,social:query,social,train_nlu,social:query,0.9996625781059264
5629,18456,What is trending on Twitter?,social:query,social,train_ms,social:query,0.999796986579895
5630,18537,"Olly, what's hot social media topics?",social:query,social,train_ms,social:query,0.675127387046814
5631,18968,What notifications do I have in social media?,social:query,social,test,social:query,0.994227647781372
5632,18565,What's happening in my social media,social:query,social,test,social:query,0.9998180270195008
5633,18378,how many likes did i get today,social:query,social,test,datetime:query,0.5916631817817688
5634,18590,Has Wendy posted on FaceBook?,social:query,social,train_ms,social:query,0.999333381652832
5635,18592,Who is doing FaceBook live right now?,social:query,social,train_ms,social:query,0.997299313545227
5636,18466,Tell me the best player of basketball of this week,social:query,social,valid,general:commandstop,0.4547094404697418
5637,4859,Order some fried chicken from Church's Chicken via Grubhub.,takeaway:order,takeaway,test,takeaway:order,0.981194019317627
5638,2582,Takeaway : Noodles 1 pack,takeaway:order,takeaway,test,takeaway:query,0.7717063426971436
5639,6773,alexa place an order for 2 pizzas from dominoes,takeaway:order,takeaway,train_nlu,takeaway:order,0.9999822378158568
5640,5193,What Mexican restaurants are there nearby for takeout?,takeaway:order,takeaway,train_nlu,takeaway:order,0.9999532103538512
5641,4910,"get me a turkey jimmy johns sub, and set it to be delivered at 5pm tonight",takeaway:order,takeaway,train_nlu,takeaway:order,0.9998579025268556
5642,1205,Order spaghetti from Spaghetti Warehouse to bring home.,takeaway:order,takeaway,train_nlu,takeaway:order,0.9999352097511292
5643,2317,Pull up Peking Garden online,takeaway:order,takeaway,test,takeaway:query,0.9969659447669984
5644,6416,find hotel order food name,takeaway:order,takeaway,test,takeaway:query,0.9671055674552916
5645,3442,order me a bowl from chipotle takeout,takeaway:order,takeaway,valid,takeaway:order,0.9998351335525512
5646,882,schedule pizza takeout for 7 p.m.,takeaway:order,takeaway,test,calendar:remove,0.6784397959709167
5647,2513,Place order for usual burritto at Chipolte,takeaway:order,takeaway,train_ms,takeaway:order,0.7102851867675781
5648,2702,"I feel like having soup for lunch. Order from Wangs Kitchen restaurant, a chicken manchow soup.",takeaway:order,takeaway,train_nlu,takeaway:order,0.9999430179595948
5649,4254,order me chinese food,takeaway:order,takeaway,train_ms,takeaway:order,0.9956780076026917
5650,2738,Order takeout,takeaway:order,takeaway,train_nlu,takeaway:order,0.9998955130577089
5651,2307,Call Peking Garden,takeaway:order,takeaway,train_ms,takeaway:order,0.9965083003044128
5652,1100,Call the nearest thai restaurant with delivery,takeaway:order,takeaway,train_nlu,takeaway:order,0.9999313354492188
5653,7132,"Hey Olly, order a pizza pie with extra cheese.",takeaway:order,takeaway,train_ms,takeaway:order,0.9963645935058594
5654,2581,"Noodles 1 pack, Make it as takeaway",takeaway:order,takeaway,train_ms,takeaway:query,0.8792254328727722
5655,839,Can I order take out food at this time?,takeaway:order,takeaway,test,takeaway:order,0.8189733624458313
5656,4494,Order pizza from Domino's,takeaway:order,takeaway,train_ms,takeaway:order,0.999789535999298
5657,2608,find me the nearest Chinese for delivery,takeaway:order,takeaway,valid,takeaway:order,0.931361973285675
5658,4636,Can you order me a pizza today from dominos?,takeaway:order,takeaway,valid,takeaway:order,0.9971489906311036
5659,3987,I am so hungry and tired and I think I might order some food now.,takeaway:order,takeaway,valid,recommendation:events,0.7104328274726868
5660,3233,"Hey PDA, order me some take out from Jason's Deli",takeaway:order,takeaway,test,takeaway:order,0.998763382434845
5661,3571,I'm hungry show me some takeaway food,takeaway:order,takeaway,train_ms,takeaway:query,0.5418514609336853
5662,2512,Order the best priced General Tofu in Nyack,takeaway:order,takeaway,train_ms,takeaway:order,0.9958873391151428
5663,922,Grubhub order,takeaway:order,takeaway,valid,takeaway:order,0.7517519593238831
5664,3355,Can you please order me some Mcdonalds?,takeaway:order,takeaway,train_nlu,takeaway:order,0.9997407793998718
5665,5498,Call the nearest pizza place that offers buffalo pizza.,takeaway:order,takeaway,test,takeaway:order,0.9851287007331848
5666,2318,How much does General Tsos chicken cost a Peking Garden?,takeaway:order,takeaway,train_nlu,takeaway:order,0.999976634979248
5667,2984,confirm the order and send me the confirmation,takeaway:order,takeaway,valid,takeaway:order,0.9773715138435364
5668,5194,Is is taco-o'clock yet?,takeaway:order,takeaway,train_nlu,takeaway:order,0.9999301433563232
5669,6415,find restaurant order food name,takeaway:order,takeaway,train_ms,takeaway:query,0.9848438501358032
5670,3882,macdonald shops,takeaway:order,takeaway,train_ms,takeaway:order,0.7703639268875122
5671,6785,I want to order a takeaway from Papa John's.,takeaway:order,takeaway,train_nlu,takeaway:order,0.9909907579421996
5672,1769,Price,takeaway:order,takeaway,train_ms,qa:stock,0.5878599882125854
5673,2001,I want to eat some spicy thing,takeaway:order,takeaway,train_nlu,takeaway:order,0.9999647736549376
5674,3210,"order general T'so, eggroll to go",takeaway:order,takeaway,train_ms,takeaway:order,0.9992164373397828
5675,115,Order a takeaway,takeaway:order,takeaway,train_nlu,takeaway:order,0.9817637801170348
5676,5116,Order food from Applebees,takeaway:order,takeaway,valid,takeaway:order,0.9999358057975768
5677,5127,I want to order some takeout food,takeaway:order,takeaway,test,takeaway:order,0.9999693632125854
5678,1575,Place a takeaway order for a Cheeseburger and fries from Burger King.,takeaway:order,takeaway,train_ms,takeaway:order,0.9999254941940308
5679,1204,Place a take out order at Olive Garden.,takeaway:order,takeaway,train_ms,takeaway:order,0.8425655364990234
5680,1770,free home delivery,takeaway:order,takeaway,train_ms,takeaway:query,0.8499741554260254
5681,279,Order a pizza from Pizza Express,takeaway:order,takeaway,test,takeaway:order,0.9921875596046448
5682,3064,Start a  takeaway order for me.,takeaway:order,takeaway,train_ms,takeaway:order,0.8938397765159607
5683,2914,order mcdonalds,takeaway:order,takeaway,test,takeaway:order,0.9993866682052612
5684,7282,"Hi, I want to order fried chick with white sauce",takeaway:order,takeaway,test,nlu_fallback,0.3
5685,3710,Call and order pizza for delivery,takeaway:order,takeaway,train_nlu,takeaway:order,0.999396026134491
5686,1638,Order a ham and cheese sandwich from Subway,takeaway:order,takeaway,train_nlu,takeaway:order,0.9999942779541016
5687,4638,"I am in need of some pizza, what's the closest place that delivers?",takeaway:order,takeaway,train_ms,takeaway:query,0.9890916347503662
5688,3387,It's time for junk food!,takeaway:order,takeaway,valid,datetime:query,0.8504132032394409
5689,5500,Find the nearest Olive Garden that has take out service.,takeaway:order,takeaway,train_nlu,takeaway:order,0.9999376535415648
5690,1574,I would like to pickup a veggie sub with a cookie from Subway.,takeaway:order,takeaway,valid,transport:taxi,0.8135585784912109
5691,5180,Order a large pan pizza with ham and mushrooms from Pizza Hut.,takeaway:order,takeaway,valid,takeaway:order,0.978754460811615
5692,3611,Schedule a delivery from food at the nearby takeaway diner,takeaway:order,takeaway,valid,takeaway:order,0.6223399043083191
5693,2993,Order two cheeseburgers from Wings & Ale on University Drive.,takeaway:order,takeaway,train_nlu,takeaway:order,0.9999698996543884
5694,6936,any good fast food items.,takeaway:order,takeaway,test,lists:query,0.93552565574646
5695,4256,order ribs for dinner,takeaway:order,takeaway,train_nlu,takeaway:order,0.999876081943512
5696,6452,search for pizza nearby,takeaway:order,takeaway,test,recommendation:events,0.5960022211074829
5697,2916,Show me nearby takeout restuarants,takeaway:order,takeaway,train_ms,takeaway:query,0.808832585811615
5698,6209,Place an order for a combo platter from China Buffet.,takeaway:order,takeaway,train_ms,takeaway:order,0.9954329133033752
5699,3062,I would like to order takeaway.,takeaway:order,takeaway,train_nlu,takeaway:order,0.892880380153656
5700,3570,I want to order some takeaway food,takeaway:order,takeaway,train_ms,takeaway:order,0.9970673322677612
5701,4836,"PDA, show me delivery near me.",takeaway:order,takeaway,valid,takeaway:query,0.9995778799057008
5702,1522,I want to order some food,takeaway:order,takeaway,train_nlu,takeaway:order,0.9999356269836426
5703,4246,What takeout places are near me?,takeaway:order,takeaway,test,transport:query,0.7082467079162598
5704,1203,Call Eastwind and order lomaine to go.,takeaway:order,takeaway,train_ms,takeaway:order,0.9675517678260804
5705,2991,Order Chinese from China Spring - wonton soup and a small beef and broccoli.,takeaway:order,takeaway,train_nlu,takeaway:order,0.9999475479125975
5706,3375,order me postmates of mcdonald,takeaway:order,takeaway,test,takeaway:query,0.6299136877059937
5707,1879,Checkout subway food centre near me and order Tandoori Roti,takeaway:order,takeaway,train_ms,takeaway:query,0.8238372206687927
5708,79,can I order takeaway dinner from byron's?,takeaway:order,takeaway,train_nlu,takeaway:order,0.9989966154098512
5709,1288,Order a meal from a nice restaurant,takeaway:order,takeaway,train_nlu,takeaway:order,0.9999112486839294
5710,4837,Open the internet.,takeaway:order,takeaway,test,datetime:query,0.5876875519752502
5711,15903,Call the closest Mexican restaurant.,takeaway:order,takeaway,train_ms,takeaway:order,0.9989394545555116
5712,6208,Order a large plain pizza from Mimo's for me.,takeaway:order,takeaway,valid,takeaway:order,0.9861128330230712
5713,6210,Can you order me some buffalo chicken pizza?,takeaway:order,takeaway,valid,takeaway:order,0.9996532201766968
5714,3440,please order me some takeout,takeaway:order,takeaway,train_ms,takeaway:order,0.99973726272583
5715,3388,I want to eat two pita gyros please! And some Diet Coke!,takeaway:order,takeaway,train_nlu,takeaway:order,0.9999529123306274
5716,6417,find food and order,takeaway:order,takeaway,train_ms,takeaway:order,0.9666460752487184
5717,3356,How about some pizza tonight Olly? Can you please order a pepperoni large?,takeaway:order,takeaway,test,takeaway:order,0.8538904190063477
5718,1878,Checkout domino centre near me and order Chese pizza,takeaway:order,takeaway,valid,takeaway:order,0.7844064831733704
5719,1637,Order a pizza with sausage from Domino's,takeaway:order,takeaway,test,takeaway:order,0.9999688863754272
5720,1892,Find and Order Domino pizza at nearest store of domino.,takeaway:order,takeaway,train_ms,takeaway:order,0.9968934059143066
5721,113,Order a pizza,takeaway:order,takeaway,train_nlu,takeaway:order,0.9990177154541016
5722,4247,Can you look up Chinese takeout near here?,takeaway:order,takeaway,train_nlu,takeaway:order,0.9997194409370422
5723,6943,"I want to eat something,will you order food for me?",takeaway:order,takeaway,test,takeaway:order,0.9977403879165648
5724,1639,Order a smoked meat platter from Beanos,takeaway:order,takeaway,test,takeaway:order,0.9726105332374572
5725,1893,Find and Order handi paneer in pavitra.,takeaway:order,takeaway,valid,takeaway:query,0.9297113418579102
5726,6938,Any fast food meal offers,takeaway:order,takeaway,valid,general:quirky,0.5882858633995056
5727,178,Can I order takeaway from Spanish place?,takeaway:order,takeaway,test,takeaway:query,0.5750554203987122
5728,3612,Order from Dominos,takeaway:order,takeaway,test,takeaway:order,0.9999245405197144
5729,1311,Can you direct me to the menu for the highest-rated Chinese carryout near me?,takeaway:order,takeaway,test,takeaway:query,0.9925946593284608
5730,4090,Order two large pizzas and 2p pieces of hot wings from dominoes.,takeaway:order,takeaway,train_ms,takeaway:order,0.9959102869033812
5731,15998,"When I get home, can you please order a pizza?",takeaway:order,takeaway,valid,takeaway:order,0.8516802787780762
5732,2982,confirm the order,takeaway:order,takeaway,train_nlu,takeaway:order,0.9972100853919984
5733,1101,What is the best pizza near me that delivers,takeaway:order,takeaway,test,takeaway:query,0.9969311952590942
5734,6967,Have Pho #1 send 3 egg rolls.,takeaway:order,takeaway,train_ms,qa:maths,0.9902103543281556
5735,6713,Tell the Golden Fork that I want their fish risotto delivered,takeaway:order,takeaway,test,lists:query,0.3020685911178589
5736,2703,Place order for a chicken manchow soup from Wangs Kitchen restaurant.,takeaway:order,takeaway,train_ms,takeaway:order,0.9996642470359802
5737,3218,Tell me if taco bell delivers,takeaway:query,takeaway,valid,takeaway:query,0.9973597526550292
5738,39,"olly, list most rated deliveroo options for chinese food",takeaway:query,takeaway,train_nlu,takeaway:query,0.9998902082443236
5739,1081,I want to know if The Olive Garden provides takeaway.,takeaway:query,takeaway,valid,takeaway:query,0.9928505420684814
5740,1330,PDA does Mr Pizza deliver?,takeaway:query,takeaway,train_ms,takeaway:query,0.9996432065963744
5741,5216,Will the pizza be here soon?,takeaway:query,takeaway,train_nlu,takeaway:query,0.9992703795433044
5742,4520,Does this restaurant deliver?,takeaway:query,takeaway,train_nlu,takeaway:query,0.9997388124465942
5743,5214,When is Taco Bell going to arrive?,takeaway:query,takeaway,test,nlu_fallback,0.3
5744,1419,"Hey PDA, does that restaurant have takeout?",takeaway:query,takeaway,train_ms,takeaway:query,0.9981170892715454
5745,3988,Are there any takeaways around here?,takeaway:query,takeaway,train_nlu,takeaway:query,0.9993041157722472
5746,4889,does Arby's do takeaway,takeaway:query,takeaway,train_ms,takeaway:query,0.999158263206482
5747,1665,What time can I pick up my food?,takeaway:query,takeaway,valid,nlu_fallback,0.3
5748,4399,Can I order Olive Garden to go?,takeaway:query,takeaway,train_nlu,takeaway:query,0.9984050393104552
5749,80,Does byron's supports takeaways?,takeaway:query,takeaway,test,takeaway:query,0.9927920699119568
5750,4592,Where can I get a shot of tequila and some to-go Mexican food?,takeaway:query,takeaway,valid,takeaway:order,0.5750215649604797
5751,4608,Could you please confirm if paradise does takeaway,takeaway:query,takeaway,train_ms,takeaway:query,0.991737425327301
5752,1016,Does PF Changs do takeout?,takeaway:query,takeaway,test,takeaway:query,0.9513328671455384
5753,720,call the restaurant to see if the delivery is on the way,takeaway:query,takeaway,test,takeaway:query,0.999226987361908
5754,2518,charges of delivery,takeaway:query,takeaway,train_nlu,takeaway:query,0.9997928142547609
5755,2246,Current status of take out order,takeaway:query,takeaway,test,takeaway:query,0.8940029740333557
5756,719,check on the delivery of my current order,takeaway:query,takeaway,train_nlu,takeaway:query,0.9994782209396362
5757,3155,"Domino's has takeaway, right?",takeaway:query,takeaway,test,takeaway:query,0.5707299113273621
5758,3330,Does Louie's do take out,takeaway:query,takeaway,valid,takeaway:query,0.9996625185012816
5759,837,could you please recommend a Mexican restaurant for take out?,takeaway:query,takeaway,train_ms,takeaway:order,0.9990175366401672
5760,2306,Ask Peking Garden when my food will arrive.,takeaway:query,takeaway,test,takeaway:query,0.9749781489372252
5761,3149,Where is my order?,takeaway:query,takeaway,train_nlu,takeaway:query,0.9996889233589172
5762,117,How long until my takeaway.,takeaway:query,takeaway,train_nlu,takeaway:query,0.9996618032455444
5763,6699,takeaway status,takeaway:query,takeaway,train_ms,takeaway:query,0.9995692372322084
5764,1082,Tell me if The Olive Garden allows takeway.,takeaway:query,takeaway,test,takeaway:query,0.9855348467826844
5765,2517,does restaurant has home delivery,takeaway:query,takeaway,train_ms,takeaway:query,0.9997504353523254
5766,6690,does restaurant xy deliver takeaway?,takeaway:query,takeaway,test,takeaway:query,0.999839186668396
5767,3747,When did I place my order and what was the projected time it would take?,takeaway:query,takeaway,train_ms,takeaway:query,0.7934127449989319
5768,5450,Does restaurant have takeaway?,takeaway:query,takeaway,test,takeaway:query,0.9997267723083496
